Item Code,Description,Base UOM,Item Group,Item Type
8990126,MAKITA D-03981 SDS-PLUS BIT 16 X 160 (100) MM,PC,89-8,8
8990127,MAKITA D-00290 SDS-PLUS BIT 16 X 210 (150) MM,PC,89-8,8
8990128,MAKITA D-16156 SDS-PLUS BIT 16 X 260 (200) MM,PC,89-8,8
8990129,MAKITA D-72877 MASONRY DRILL BIT (5PCS/SET),SET,89-8,8
8990130,MAKITA D-72861 WOOD DRILL BIT (5PCS/SET),SET,89-8,8
8990131,MAKITA D-58914 SDS PLUS TCT BIT (5PCS/SET),SET,89-8,8
8990132,MAKITA D-71962 DRILL BIT ASSORTMENT (9PCS/SET),SET,89-8,8
8990133,MAKITA E-07113 DRILL & SCREW  BIT (29PCS/SET),SET,89-8,8
8990134,MAKITA D-00795 SDS PLUS BIT SET (5PCS/SET),SET,89-8,8
8990135,MAKITA D-33853 SDS PLUS DRILL BIT (25PCS/SET),SET,89-8,8
8990136,MAKITA D-07026 WOOD DRILL BIT 3X60,PC,89-8,8
8990137,MAKITA D-07032 WOOD DRILL BIT 4X75,PC,89-8,8
8990138,MAKITA D-07054 WOOD DRILL BIT 6X95,PC,89-8,8
8990139,MAKITA D-07076 WOOD DRILL BIT 8X115,PC,89-8,8
8990140,MAKITA D-07107 WOOD DRILL BIT 12X155,PC,89-8,8
8990141,MAKITA D-47307 BIM HOLE SAW SET (16PC/SET),SET,89-8,8
8990142,MAKITA D-18764 THIN CUTTING WHEEL 115X1.2X22.23MM WA60T,PC,89-8,8
8990143,MAKITA E-06622 IMPACT BLACK SCREW BIT (33PC/SET),SET,89-8,8
8990144,MAKITA E-07082 DRILL & SCREW BIT (18PC/SET) (NZ),SET,89-8,8
8990145,MAKITA D-15263 SDS-PLUS BIT 26X460(400)MM,PC,89-8,8
8990146,MAKITA 191X80-2 MAKPAC ORGANIZER SET,UNIT,89-8,8
8990147,"MAKITA E-18035 IMPACT BLACK NUT SETTER 6,7,8,10,12,13MM",SET,89-8,8
8990148,MAKITA E-15849 IMPACT BLACK SCREW BIT ASSORTMENT,PC,89-8,8
8990149,MAKITA E-08763 IMPACT BLACK SCREW BIT PH2 (2PC/SET),SET,89-8,8
8990150,"MAKITA E-08850 IMPACT BLACK SOCKET ADAPTER 1/2"" SQ 50MM",PC,89-8,8
8990151,MAKITA E-08785 IMPACT BLACK MAGNETIC BIT HOLDER 60MM,PC,89-8,8
8990152,MAKITA B-63622 IMPACT BLACK SCREW BIT PH3 25MM (2PC/SET),SET,89-8,8
8990153,MAKITA B-63644 IMPACT BLACK SCREW BIT PZ2 25MM (2PC/SET),SET,89-8,8
8990154,MAKITA B-63616 IMPACT BLACK SCREW BIT PH2 25MM (2PC/SET),SET,89-8,8
8990155,MAKITA B-57211 TAPE MEASURE 5.5M/18FTX25MM,PC,89-8,8
8990156,MAKITA B-57168 TAPE MEASURE 10MX25MM,PC,89-8,8
8990157,MAKITA D-19021 COLD CHISEL 20X400,PC,89-8,8
8990158,MAKITA D-19015 BULL POINT 400MM SDS-PLUS,PC,89-8,8
8990159,"MAKITA E-08844 IMPACT BLACK SOCKET ADAPTER 3/8"" SQ 50MM",PC,89-8,8
8990160,MAKITA D-17784 SDS PLUS BIT ASSORTMENT (5PC/SET),SET,89-8,8
8990161,MAKITA E-15198 ULTIMATE 2 POCKET FIXING POUCH ,PC,89-8,8
8990162,MAKITA E-15481 BACKPACK TOOL ORGANISER,PC,89-8,8
8990163,MAKITA E-15528 ROLL-TOP ALL WEATHER BACKPACK,PC,89-8,8
8990164,MAKITA E-15556 ULTIMATE SMARTPHONE HOLDER,PC,89-8,8
8990165,MAKITA 191D75-5 CYCLONE ATTACHMENT SET (BLACK),PC,89-8,8
8990166,MAKITA D-46361 SDS-PLUS BIT & CHISEL SET,PC,89-8,8
8990167,MAKITA D-16209 SDS-PLUS BIT 18 X 160MM (100),PC,89-8,8
89907325,B-07325 METAL CUTTING BLADE 136MM X 50T X 1.1MM,PC,89-8,8
8991001,"TILT SOCKET ADAPTOR SQ3/8""",PC,89-8,8
8991002,MAKITA D-25155 GLASS BIT 8MM X 70MM ,PC,89-8,8
8991003,MAKITA D-50479 HSS-CO METAL DRILL BIT,SET,89-8,8
8992002,"TILT SOCKET ADAPTOR SQ1/2""",PC,89-8,8
8992003,MAKITA 225007-7 POLY V-BELT 4-241 FOR N1900B,PC,89-8,8
8992004,MAKITA 225069-5 POLY V-BELT 4-272 FOR 1911B,PC,89-8,8
8992005,MAKITA 225006-9 POLY V-BELT 6-285 FOR 1804N/1805N,PC,89-8,8
8992006,MAKITA A-86963 FLEXIBLE BIT HOLDER (MZ-B) WITH MAGNET (190MM),PC,89-8,8
8992007,MAKITA B-29094 FLEXIBLE BIT HOLDER (MZ-B) WITH MAGNET (300MM),PC,89-8,8
8992008,MAKITA 225083-1 POLY V-BELT FOR 2012NB,PC,89-8,8
8992009,MAKITA 225091-2 POLY V-BELT FOR 9400G,PC,89-8,8
8992010,*794134-6 ABRASIVE BELT 100X610 AA60 FOR 9401,PC,89-8,8
8992011,MAKITA 225092-0 POLY V-BELT 4-241 FOR MT190,PC,89-9,8
8993000,MAKITA A-68666 WORK GLOVE M,PAIR,89-8,8
8993001,MAKITA A-68672 WORK GLOVE L,PC,89-8,8
89930010,"MAKITA D-08735 SCALING CHISEL 40 X 250MM, SDS-PLUS",PC,89-8,8
89930011,"MAKITA D-17588 COLD CHISEL 26X320MM, 21MM HEX SHANK",PC,89-8,8
89930012,*MAKITA D-20694 SCALING CHISEL 50 X 280MM,PC,89-8,8
89930013,MAKITA D-25616 SCALING CHISEL 50 X 215,PC,89-8,8
8993002,MAKITA A-59570 TORSION BIT (D.END) SCREW BIT PH2 90MM,PC,89-8,8
8993003,MAKITA SOCKET ADAPTER,PC,89-8,8
8993004,MAKITA A-49585 TORSION SCREW FOR BIT 2-85 M814,PC,89-8,8
8993005,MAKITA TORSION SCREW BIT PH2 110 NZ-A ,PC,89-8,8
8993006,*MAKITA D-26303 17MM HEX SHARPER EDGE BULL POINT 280 ,PC,89-8,8
8993008,MAKITA D-15285 BULL POINT 30X400 FOR HM1306,PC,89-8,8
8993009,*MAKITA D-15300 COLD CHISEL 30X400 FOR HM1305,PC,89-8,8
8993010,*MAKITA 763132-1 MAKITA KEYLESS CHUCK 10MM,PC,89-8,8
8993011,13MM MAKITA KEYLESS CHUCK 763175-3/766027-7,PC,89-8,8
8993012,A49563 TORSION SCREW BIT PH 65 NZ-A ,PC,89-8,8
8993013,MAKITA D-23824 21MM X 450MM BULL POINT FOR HM1201,PC,89-8,8
8993014,MAKITA 194041-7 DRILL CHUCK ,PC,89-8,8
8993015,MAKITA A-80450 BULL POINT 17X280,PC,89-8,8
8993016,MAKITA D-47139 HOLE SAW KIT (6PC),SET,89-8,8
8993017,MAKITA E-08791 IMPACT BLACK SLEEVE CHUCK BIT HOLDER 60MM,PC,89-8,8
8994001,A-85628 JIG SAW BLADE NO. B10 WOOD FINISH 3-65,PC,89-8,8
8994002,MAKITA A-85656 JIG SAW BLADE NO. B13 WOOD 4-65,PC,89-8,8
8994003,MAKITA A-86577 JIG SAW BLADE NO. 58 WOOD FAST 4-65,PC,89-8,8
8994004,A-86561 JIG SAW BLADE NO. 51 METAL 1-3,PC,89-8,8
8994005,MAKITA D-34877 JIG SAW BLADE WOOD FAST 4-50,PC,89-8,8
8994006,MAKITA D-34883 JIG SAW BLADE WOOD 4-50,PC,89-8,8
8994007,MAKITA D-34908 JIG SAW BLADE METAL 1-3,PC,89-8,8
8994008,D-03361 T.C.T SAW BLADE 185 X 20 X 40T WOOD (MT580),PC,89-8,8
8994009,MAKITA P-67957 T.C.T SAW BLADE 185 X 40T X 20 WOOD,PC,89-8,8
8994010,MAKITA P-68018 T.C.T SAW BLADE 255 X 120T X 25.4 X 3.0 ALUM,PC,89-8,8
8994011,"B-09949 T.C,T SAW BLADE 136 X 16T X 1MM",PC,89-8,8
8994012,"A-81614 T.C,T SAW BLADE 255 X 100T X 2.0 ALUMINIUM",PC,89-8,8
8994013,"A-81620 T.C,T SAW BLADE 255 X 120T X 2.0 ALUMINIUM",PC,89-8,8
8994014,MAKITA P-67929 T.C.T SAW BLADE 165MM X 40T X 20MM,PC,89-8,8
8994015,MAKITA P-67963 T.C.T SAW BLADE 185 X 60T X 20 WOOD,PC,89-8,8
8994016,B-17217 T.C.T SAW BLADE 235MM X 60T X 1.6MM,PC,89-8,8
8994017,B-04204 T.C.T SAW BLADE 255 X 100T X 25.4 ALUMINIUM,PC,89-8,8
8994018,B-17516 MAKITA T.C.T SAW BLADE 405 X 60T X 25.4 WOOD,PC,89-8,8
8994019,B-17485 MAKITA T.C.T SAW BLADE 405 X 36T X 25.4 WOOD,PC,89-8,8
8994020,194368-5 GUIDE RAIL (1.4M),PC,89-8,8
8994021,MAKITA B-03997 SPECALISED ALUMINIUM CUTTING 190 X 1.4MM,PC,89-8,8
8994022,MAKITA A-82563 SPECALISED ALUMINIUM CUTTING 305 X 2.2MM,PC,89-8,8
8994023,"792707-9 RECIPRO SAW BLADE NO.23B 150MM (6"")",PKT,89-8,8
8994024,"B-03632 MAKITA T.C.T SAW BLADE 10"" X 60T WOOD",PC,89-8,8
8994025,"B-03648 MAKITA T.C.T SAW BLADE 10"" X 80T WOOD",PC,89-8,8
8994026,"B-03654 MAKITA T.C.T SAW BLADE 10"" X 100T WOOD",PC,89-8,8
8994027,"A-02319 MAKITA RECIPRO SAW BLADE 6"" (150MM)",PKT,89-8,8
8994028,"B-00767 MAKITA RECIPRO SAW BLADE 10"" (250MM)",PKT,89-8,8
8994029,"MAKITA B-49834 RECIPRO SAW BLADE 6"" (152MM)",PKT,89-8,8
8994030,A-82301 T.C.T SAW BLADE 255MM X 120T X 2.0MM,PC,89-8,8
8994031,A-85101 T.C.T SAW BLADE 165MM X 24T X 1.5MM,PC,89-8,8
8994032,MAKITA A-31099 SCROLL SAW BLADE 60 FOR SJ401 60MM SCROLL SAW BLADE (5PCS),PKT,89-8,8
8994033,MAKITA B-64200 T.C.T SAW BLADE 190X20MMX24T WOOD EFFICUT ,PC,89-8,8
8994034,MAKITA B-31859 RECIPRO SAW BLADE 228MM [1PKT=5PC],PC,89-8,8
8994035,MAKITA B-31843 RECIPRO SAW BLADE 152MM [1PKT=5PC],PC,89-8,8
8994036,MAKITA B-05175 RECIPRO SAW BLADE BI-METAL 152MM [1PKT=5PC],PC,89-8,8
8994037,MAKITA B-43228 RECIPRO SAW BLADE BI-METAL 304MM [1PKT=5PC],PC,89-8,8
8994038,MAKITA B-43153 RECIPRO SAW BLADE BI-METAL 152MM [1PKT=5PC],PC,89-8,8
8994039,MAKITA B-43197 RECIPRO SAW BLADE BI-METAL 225MM [1PKT=5PC],PC,89-8,8
8994040,MAKITA B-17223 T.C.T CARBIDE SAW BLADE 235MM X 80T X 1.6MM,PC,89-8,8
8994041,MAKITA 195837-9 GUIDE RAIL ADAPTER A SET,SET,89-8,8
8994043,MAKITA B-16667 BAND SAW BLADE 16-2240/WOOD,PC,89-8,8
8994044,MAKITA B-67206 RECIPRO SAW BLADE 152X1.25X6-8TPI (25PC/PKT),PC,89-8,8
8994045,MAKITA B-67212 RECIPRO SAW BLADE 225X1.25X6-8TPI (25PC/PKT),PC,89-8,8
8994046,MAKITA B-23117 136MM STAINLESS/METAL CUTTER BLADE ,PC,89-8,8
8994047,MAKITA 165202-6 GUIDE BAR16 FOR UC4030A,PC,89-8,8
8994048,MAKITA 792559-8 BAND SAW BLADE 18 (C.STEEL) FOR 2107F,PC,89-8,8
8994049,MAKITA P-68002 T.C.T SAW BLADE 255 X 100T ALUM,SET,89-8,8
8994050,MAKITA B-03660 T.C.T SAW BLADE 305MMX25.4X40T,SET,89-8,8
8994051,MAKITA B-03676 T.C.T SAW BLADE 305MMX25.4X60T,SET,89-8,8
8994052,MAKITA B-07783 JIG SAW BLADE NO.1 METAL (100PC/SET),PC,89-8,8
8994053,MAKITA B-07808 JIG SAW BLADE NO.3 WOOD (100PC/SET),PC,89-8,8
8994054,MAKITA B-07814 JIG SAW BLADE NO.8 WOOD (100PC/SET),PC,89-8,8
8994055,MAKITA A-86751 T.C.T SAW BLADE 190X20MMX40T WOOD,PC,89-8,8
8994056,MAKITA B-02808 T.C.T SAW BLADE 305X25.4MMX60T WOOD,PC,89-8,8
8994057,MAKITA A-02618 T.C.T SAW BLADE 355X25MMX60T WOOD,PC,89-8,8
8994058,MAKITA A-81418 T.C.T SAW BLADE 180X20MMX40T WOOD,PC,89-8,8
8994059,MAKITA B-02814 T.C.T SAW BLADE 305X25.4MMX96T WOOD,PC,89-8,8
8994060,MAKITA A-80612 T.C.T SAW BLADE 160X20MMX40T WOOD,PC,89-8,8
8994061,MAKITA A-86767 T.C.T SAW BLADE 190-60T ALUM,PC,89-8,8
8994062,MAKITA A-86446 T.C.T SAW BLADE 185X20MMX70T METAL,PC,89-8,8
8994063,MAKITA D-72104 PCD SAW BLADE 165X20X4T ,PC,89-8,8
8994064,"MAKITA A-48561 GROOVING CHISEL 26X280MM, 17MM HEX SHANK",PC,89-8,8
8994065,MAKITA 194925-9 GUIDE RAIL (1.9M),PC,89-8,8
8994066,MAKITA P-67935 T.C.T SAW BLADE 165MM X 60T X 20MM,PC,89-8,8
8994067,MAKITA 194367-7 GUIDE RAIL 3.0M,PC,89-8,8
8994068,MAKITA A-85933 JIG SAW BLADE  BR-3 WOOD FINISH (5PC/SET),PC,89-8,8
8994069,MAKITA A-85818 JIG SAW BLADE NO.10 WOOD FINISH ,PC,89-8,8
89946012,MAKITA B-46012 VACUUM BRAZED DIA HOLE SAW 25MM,PC,89-8,8
89946115,MAKITA B-46115 SHANK & CENTER DRILL,PC,89-8,8
8995001,D-62549 FLAT POLISH SPONGE,PC,89-8,8
8995002,D-62577 FLAT POLISH SPONGE,PC,89-8,8
8995003,*D-62511  FLAT POLISH SPONGE,PC,89-8,8
8995004,D-15643 100MM DIAMOND POLISHING PAD (BROWN),PC,89-8,8
8995005,*D-15615 100MM DIAMOND POLISHING PAD (RED),PC,89-8,8
8995006,D-15637 100MM DIAMOND POLISHING PAD (LIGHT GREEN),PC,89-8,8
8995007,*MAKITA D-15659 100MM DIAMOND POLISHING PAD (GREEN),PC,89-8,8
8995008,B-03648 255X1.8MM  STANDARD BLADE (FOR CUTTING WOOD),PC,89-8,8
8995009,B-03981 190X1.4MM STANDARD BLADE (FOR CUTTING WOOD),PC,89-8,8
8995010,D-62608 WAVE POLISH SPONGE,PC,89-8,8
8995011,D-62636 WAVE POLISH SPONGE,PC,89-8,8
8995012,D-62664 WAVE POLISH SPONGE,PC,89-8,8
899556,MAKITA 9556HPG ANGLE GRINDER,UNIT,89-4,8
899901,MAKITA SPARE PARTS,NOS,89-9,8
899902,6MM MAKITA CHUCK KEY,PC,89-8,8
899903,10MM MAKITA CHUCK KEY,PC,89-8,8
899904,13MM MAKITA CHUCK KEY,PC,89-8,8
899905,MAKITA 793346-8 PLANER BLADE FOR 2012NB (306MM) [1PKT = 2PC],SET,89-8,8
899906,82MM TCT PLANER BLADE D-07967,SET,89-8,8
899907,MAKITA 792744-3 CENTER BLADE FOR JS1300,PC,89-8,8
899908,MAKITA SWITCH TG573FSB-1 FOR TD146D 650722-8,PC,89-8,8
899909,MAKITA CHAIN OIL (988002656),BTL,89-8,8
899910,MAKITA MIXING BLADE 130 (A-43670),PC,89-8,8
899911,STAINLESS STEEL SHAFT (A-43751),PC,89-8,8
899912,MAKITA V GROOVING BIT (D-15453),PC,89-8,8
899913,MAKITA BALL BEARING FLUSH TRIMMING BIT (D-04313),PC,89-8,8
899914,MAKITA BALL BEARING CORNER ROUNDING BIT (D15475),PC,89-8,8
899915,MAKITA FLUSH TRIM BIT 3 FLUTE (D-49292),PC,89-8,8
899916,MAKITA TUNGSTEN CARBIDE BURRS DIAMOND CUT (B-52722) 20 X 6MM,PC,89-8,8
899918,MAKITA TUNGSTEN CARBIDE BURRS DIAMOND CUT (B-52750) 20 X 6MM,PC,89-8,8
899919,MAKITA TUNGSTEN CARBIDE BURRS DIAMOND CUT (B-52819) 25 X 6MM,PC,89-8,8
899920,MAKITA 792289-1 110 X 14 X 15MM DIAMOND WHEEL WITH 4MM CUT FOR PC1100,PC,89-8,8
899921,MAKITA D-05197 DIAMOND WHEEL 105MM X 20MM,PC,89-8,8
899922,MAKITA D-05206 105 X 2 X 20MM DIAMOND WHEEL WITH 7MM CUT,PC,89-8,8
899923,HW111 GUN 3320152 ,PC,89-8,8
899924,HW111 EXTENSION LANCE 3320130,PC,89-8,8
899925,HW111 NOZZLE 3320120,PC,89-8,8
899926,"D-16988 DRILL POINT SASH ROUTER BIT FOR 4401 1/4"" (6MM)",PC,89-8,8
899927,"*D-16972 DRILL POINT SASH ROUTER BIT FOR 4402 1/4"" (6MM)",PC,89-8,8
899928,MAKITA B-39198 DIAMOND WHEEL 105MM X 20MM ,PC,89-8,8
899929,MAKITA D-05212 DIAMOND WHEEL 110MM (WET RIM),PC,89-8,8
899930,MAKITA D-44367 DIAMOND WHEEL 105MM X 20MM,PC,89-8,8
89993006,TORSION SCREW BIT PH2 150 NZ-A ,PC,89-8,8
89993007,2# X 85MM TORSION BIT,PC,89-8,8
89993008,"COUNTERSINK BIT WITH THREE 90° 1/4"" HEX SHANK M4 D-37328",PC,89-8,8
89993009,"COUNTERSINK BIT WITH THREE 90° 1/4"" HEX SHANK M5 D-37334",PC,89-8,8
89993010,"COUNTERSINK BIT WITH THREE 90° 1/4"" HEX SHANK D-37306",PC,89-8,8
89993011,MAKITA B-20703 TORSION SCREW BIT PH2-65,PC,89-8,8
89993012,MAKITA B-12326 TORSION SCREW BIT PH2-85 FOR TD0101F,PC,89-8,8
89993013,MAKITA A-50924 TORSION SLIM SCREW BIT PH2-65,PC,89-8,8
89993014,MAKITA A-50952 TORSION SLIM SCREW BIT PH2-85,PC,89-8,8
89993015,*MAKITA A-50980 TORSION SLIM SCREW BIT PH2-110,PC,89-8,8
89993016,MAKITA B-42422 MAG BOOST,PC,89-8,8
89993017,MAKITA 198859-8 NYLON CORD 1.65-15M SET M,SET,89-8,8
89993018,MAKITA 123291-7 CUTTER ASSEMBLY FOR DUR364PM4/DUR184L,PC,89-8,8
89993019,MAKITA B-69901 SCREW BIT(BATTERY TYPE CASE)(31PC/SET),SET,89-8,8
89993020,MAKITA B-57227 TAPE MEASURE 7.5M/25FTX25MM,PC,89-8,8
89993021,MAKITA D-58752 LED PEN LIGHT ,PC,89-8,8
89993022,MAKITA D-65713 SNAP OFF KNIFE,PC,89-8,8
89993023,MAKITA E-10590 TAPE MEASURE 2M/6FT,PC,89-8,8
89993024,MAKITA F-32647 STAPLE 10MM (5040PC/BOX),BOX,89-8,8
89993025,MAKITA F-32650 STAPLE 13MM (5040PC/BOX),BOX,89-8,8
89993026,MAKITA F-32663 STAPLE 16MM (5040PC/BOX),BOX,89-8,8
89993027,MAKITA F-32676 STAPLE 19MM (5040PC/BOX),BOX,89-8,8
89993028,MAKITA F-32689 STAPLE 22MM (5040PC/BOX),BOX,89-8,8
89993029,MAKITA 782034-2 LOCK NUT WRENCH 35,PC,89-8,8
89993030,MAKITA 224559-5 LOCK NUT 10-30 FOR 9523NB/9526B,PC,89-8,8
89993031,MAKITA 224314-5 IINNER FLANGE 30 FOR 9523NB/9526B,PC,89-8,8
89993033,MAKITA 191D92-5  E2Y-WORK NYLON LINE HEAD,PC,89-8,8
89993034,MAKITA 782420-7 LOCK NUT WRENCH 20 FOR 9553NB ,PC,89-8,8
899931,MAKITA D-42612 DIAMOND WHEEL 105MM X 20MM,PC,89-8,8
899932,*MAKITA D-44351 DIAMOND WHEEL 105MM X 20MM,PC,89-8,8
899933,MAKITA D-03919 SAW BLADE 185MM X30MM (KERF2) MM40T,PC,89-8,8
899934,MAKITA B-64814 STARLOCK CUTSAW 32 TMA047 BIM ,PC,89-8,8
899935,MAKITA D-37574 DIAMOND WHEEL SEGMENTED,PC,89-8,8
899936,MAKITA E-02967 DIAMOND WHEEL 230MM SEGMENTED,PC,89-8,8
899937,MAKITA A-87317 DIAMOND WHEEL 350(GENERAL) FOR DPC7331,PC,89-8,8
899938,MAKITA D-40107 STEP DRILL BIT 4-32 X 102(80) MM,PC,89-8,8
899940,MAKITA A-82719 T.C.T SAW BLADE 235 X 25.4 X 60T,PC,89-8,8
899941,MAKITA B-57560 T.C.T SAW BLADE 305 X 25.4 X 70T,PC,89-8,8
899942,MAKITA A-85488 SAW BLADE 355 X 60T X 25.4,PC,89-8,8
899943,"MAKITA B-13493 DIAMOND WHEEL 350, COMET",PC,89-8,8
8999430,CB-430 CARBON BRUSH,SET,89-8,8
899944,MAKITA A-02602 CARBIDE-TIPPED SAW BLADE 355MM 80T,PC,89-8,8
899945,MAKITA 792695-0 SAW BLADE 260X64TX25,PC,89-8,8
899946,MAKITA A-80628 CARBIDE-TIPPED SAW BLADE 185MM 40T,PC,89-8,8
899947,MAKITA 165757-1 MIXING BLADE 165,PC,89-8,8
899948,MAKITA TUNGSTEN CARBIDE BURRS DIAMOND CUT (B-52788) 20 X 6MM,PC,89-8,8
899949,"MAKITA A-84109 DIAMOND WHEEL 115X22.23MM CONCRETE,DRY",PC,89-8,8
899950,"MAKITA D-74083 DIAMOND WHEEL 105X20MM CONCRETE,DRY",PC,89-8,8
899951,*CB51 MAKITA CARBON BRUSH,SET,89-8,8
899985,CB85 MAKITA CARBON BRUSH,SET,89-8,8
899986,CB218 MAKITA CARBON BRUSH (197129-2),SET,89-8,8
899987,CB448 MAKITA CARBON BRUSH (196854-2),SET,89-8,8
899988,CB441 MAKITA CARBON BRUSH,SET,89-8,8
899989,CB318 MAKITA CARBON BRUSH (191978-9),SET,89-8,8
899990,CB-303 MAKITA CARBON BRUSH (191963-2 ),SET,89-8,8
899991,MAKITA CB-204 MAKITA CARBON BRUSH (191957-7 ),SET,89-8,8
899992,MAKITA CB-155A CARBON BRUSH (B-80335),SET,89-8,8
899993,MAKITA CB411A CARBON BRUSH (B-80391),SET,89-8,8
8999992,198914-6 FILTER SET,PC,89-8,8
8999994,FILTER FOR CL100D 443060-3,PC,89-8,8
89PROMO,PROMOTION MAKITA POWER TOOLS & PRESSURE CLEARER ,UNIT,89-1,8
9001001,*ANCHOR SPRAY PAINT H1,TIN,90,9
9001002,*ANCHOR SPRAY PAINT H2,TIN,90,9
9001016,ANCHOR SPRAY PAITN C016,TIN,90,9
9001018,ANCHOR SPRAY PAITN C018,TIN,90,9
9001048,*ANCHOR SPRAY PAINT 48,TIN,90,9
9001050,*ANCHOR SPRAY PAINT 50,TIN,90,9
9002018,300CC SMARK BOND 7 ANTIQUE GOLD SPRAY -18K,TIN,90,9
9002024,300CC SMART BOND 7 ANTIQUE GOLD SPRAY 24K,TIN,90,9
9016010,GALAXY SPRAY PAINT,BTL,90,9
9016011,GALAXY WATER PROOF SOLUTION,TIN,90,9
9016018,GALAXY SPRAY PAINT C018 CHROME,TIN,90,9
9020105,600ML TURPENTINE/TARPIN - BOTTLE,BTL,90,9
9020130,3L TURPENTINE/TARPIN-TIN,TIN,90,9
9020186,16L TURPENTINE/TARPIN-TIN,TIN,90,9
9021105,600ML SPIRIT/METHANOL - BOTTLE,BTL,90,9
9021130,3L SPIRIT/METHANOL,TIN,90,9
9023105,600ML THINNER - BOTTLE ,BTL,90,9
9023106,600ML BUJANG SENANG THINNER - BOTTLE,BTL,90,9
9023129,3L/2.0KG THINNER (SOLVENT) - KOYA/TOCC,TIN,90,9
9023130,3L/2.2KG THINNER (SOLVENT) - KINLUCK,TIN,90,9
9023186,11KGS/13L THINNER - KOYA/TOCC,TIN,90,9
9023187,11KGS/13L THINNER - KINLUCK,TIN,90,9
903150306,5L SISSONS ASBESTOCOTE BRICK RED,TIN,90,9
903150319,5L SISSONS ASBESTOCOTE GREEN,TIN,90,9
904050,5L NIPPON SLATE FINISH GLOSS,TIN,90,9
906201,0.1LITER THAILAND BEGER SUPER GOLD PAINT ,TIN,90,9
906202,0.3LITER THAILAND BEGER SUPER GOLD PAINT,TIN,90,9
90710100,MILWAUKEE AG 10-100 COMPACT ANGLE GRINDER,UNIT,90,9
9120100000A,1L Dulux Pureair BASE A,TIN,91,9
9120100000B,1L Dulux Pureair BASE B,TIN,91,9
9120500000A,5L Dulux Pureair BASE A ,TIN,91,9
9120500000B,5L Dulux Pureair BASE B,TIN,91,9
9121100000A,1L Dulux Pentalite CLASSIC BASE A ,TIN,91,9
9121100000B,1L Dulux Pentalite CLASSIC BASE B ,TIN,91,9
9121100000C,1L Dulux Pentalite CLASSIC BASE C ,TIN,91,9
9121100000D,1L Dulux Pentalite CLASSIC BASE D ,TIN,91,9
91211001501,1L Dulux Pentalite CLASSIC 1501 WHITE ,TIN,91,9
91211001556,1L Dulux Pentalite CLASSIC 1556 BLACK ,TIN,91,9
9121500000A,5L Dulux Pentalite CLASSIC BASE A,TIN,91,9
9121500000B,5L Dulux Pentalite CLASSIC BASE B ,TIN,91,9
9121500000C,5L Dulux Pentalite CLASSIC BASE C,TIN,91,9
9121500000D,5L Dulux Pentalite CLASSIC BASE D,TIN,91,9
91215001501,5L Dulux Pentalite CLASSIC 1501 WHITE,TIN,91,9
91215001556,5L Dulux Pentalite CLASSIC 1556 BLACK,TIN,91,9
91215002290,5L Dulux Pentalite CLASSIC 2290 BRILLIANT WHITE *P,TIN,91,9
9121880000A,18L Dulux Pentalite CLASSIC BASE A,DRUM,91,9
9121880000B,18L Dulux Pentalite CLASSIC BASE B,DRUM,91,9
91218801501,18L DULUX PENTALITE CLASSIC 1501 WHITE,DRUM,91,9
91219001501,20L DULUX A1000 MATT WHITE 1501,DRUM,91,9
9122100000A,1L Dulux Inspire Interior Smooth Sheen BASE A,TIN,91,9
9122100000B,1L Dulux Inspire Interior Smooth Sheen BASE B,TIN,91,9
9122100000C,1L Dulux Inspire Interior Smooth Sheen BASE C,TIN,91,9
9122100000D,1L Dulux Inspire Interior Smooth Sheen BASE D,TIN,91,9
9122500000A,5L Dulux Inspire Interior Smooth Sheen BASE A,TIN,91,9
9122500000B,5L Dulux Inspire Interior Smooth Sheen BASE B,TIN,91,9
9122500000C,5L Dulux Inspire Interior Smooth Sheen BASE C,TIN,91,9
9122500000D,5L Dulux Inspire Interior Smooth Sheen BASE D,TIN,91,9
91225015525,5L Dulux Inspire Interior Smooth Sheen 15525 WHITE,TIN,91,9
91227015245,7L MAXILITE PLUS 15245 WHITE,PAIL,91,9
9122880000A,18L Dulux Inspire Interior Smooth Sheen BASE A,DRUM,91,9
9122880000B,18L Dulux Inspire Interior Smooth Sheen BASE B,DRUM,91,9
91228815245,18L Maxilite PLUS 15245 WHITE,DRUM,91,9
9123110000A,1L Dulux EASY CLEAN BASE A ,TIN,91,9
9123110000B,1L Dulux EASY CLEAN BASE B,TIN,91,9
9123110000C,1L Dulux EASY CLEAN BASE C,TIN,91,9
9123110000D,1L Dulux EASY CLEAN BASE D,TIN,91,9
9123150000A,5L Dulux EASY CLEAN BASE A ,TIN,91,9
9123150000B,5L Dulux EASY CLEAN BASE B,TIN,91,9
9123150000C,5L Dulux EASY CLEAN BASE C,TIN,91,9
9123150000D,5L Dulux EASY CLEAN BASE D,TIN,91,9
91231502290,5L Dulux EASY CLEAN 2290 BRILLIANT WHITE,TIN,91,9
9123188000A,18L DULUX EASY CLEAN BASE A,DRUM,91,9
91231882290,18L Dulux EASY CLEAN 2290 BRILLIANT WHITE,DRUM,91,9
912321000A,1L DULUX EASYCLEAN PLUS BASE A,TIN,91,9
912321000B,1L DULUX EASYCLEAN PLUS BASE B,TIN,91,9
912321000C,1L DULUX EASYCLEAN PLUS BASE C,TIN,91,9
