Item Code,Description,Base UOM,Item Group,Item Type
1018200,"1"" X 20"" M.S BOLT & NUT",KG,10-1,1
1018240,"1"" X 24"" M.S BOLT & NUT",KG,10-1,1
1020206,"1/4"" X 6' MILD STEEL STUD BOLT",PC,10-2,1
1020246,"5/16"" X 6' MILD STEEL STUD BOLT",PC,10-2,1
1020306,"3/8"" X 6' MILD STEEL STUD BOLT",PC,10-2,1
1020406,"1/2"" X 6' MILD STEEL STUD BOLT",PC,10-2,1
1020506,"5/8"" X 6' MILD STEEL STUD BOLT",PC,10-2,1
1020606,"3/4"" X 6' MILD STEEL STUD BOLT",PC,10-2,1
1020706,"7/8"" X 6' MILD STEEL STUD BOLT",PC,10-2,1
1021006,"1"" X 6' MILD STEEL STUD BOLT",PC,10-2,1
1021206,"1-1/4"" X 6' MILD STEEL STU BOLT",PC,10-2,1
1021306,"1-1/2"" X 6' MILD STEEL STUD BOLT",PC,10-2,1
1022246,"5/16"" X 6' ZP STUD BOLT",PC,10-2,1
1022306,"3/8"" X 6' ZP STUD BOLT",PC,10-2,1
1022406,"1/2"" X 6' ZP STUD BOLT",PC,10-2,1
1022506,"5/8"" X 6' ZP STUD BOLT",PC,10-2,1
1022606,"3/4"" X 6' ZP STUD BOLT",PC,10-2,1
10230802,M8 X 2M MILD STEEL STUD BOLT,PC,10-2,1
10231002,M10 X 2M MILD STEEL STUD BOLT,PC,10-2,1
10231202,M12 X 2M MILD STEEL STUD BOLT,PC,10-2,1
10231602,M16 X 2M MILD STEEL STUD BOLT,PC,10-2,1
10241202,M12 X 2M H/T 8.8 STUD BOLT (BLACK),PC,10-2,1
10241602,M16 X 2M H/T 8.8 STUD BOLT (BLACK),PC,10-2,1
10242002,M20 X 2M H/T 8.8 STUD BOLT (BLACK),PC,10-2,1
10242402,M24 X 2M H/T 8.8 STUD BOLT (BLACK),PC,10-2,1
10251002,M10 X 2M S/STEEL 304 STUD BOLT,PC,10-2,1
10251202,M12 X 2M S/STEEL 304 STUD BOLT,PC,10-2,1
102602,"5/16"" X 13 X 45 HEX COUPING NUT BSW",PC,10-3,1
102603,"3/8"" X 15 X 45 HEX COUPING NUT BSW",PC,10-3,1
102604,"1/2"" X 19 X 45 HEX COUPING NUT BSW",PC,10-3,1
102605,"5/8"" X 24 X 45 HEX COUPING NUT BSW",PC,10-3,1
1030020,"1/4"" X 50 KGS MILD STEEL HEXAGONAL NUTS????",KG,10-3,1
1030024,"5/16"" X 50 KGS MILD STEEL HEXAGONAL NUTS???? ",KG,10-3,1
1030030,"3/8"" X 50 KGS MILD STEEL HEXAGONAL NUTS????",KG,10-3,1
1030034,"7/16"" X 50 KGS MILD STEEL HEXAGONAL NUTS????",KG,10-3,1
1030040,"1/2"" X 50 KGS MILD STEEL HEXAGONAL NUTS????",KG,10-3,1
1030050,"5/8"" X 50 KGS MILD STEEL HEXAGONAL NUTS????",KG,10-3,1
1030060,"3/4"" X 50 KGS MILD STEEL HEXAGONAL NUTS????",KG,10-3,1
1030070,"7/8"" X 50 KGS MILD STEEL HEXAGONAL NUTS????",KG,10-3,1
1030100,"1"" X 50 KGS MILD STEEL HEXAGONAL NUTS????",KG,10-3,1
1030110,"1-1/8"" X 50 KGS MILD STEEL HEXAGONAL NUTS????",KG,10-3,1
1030120,"1-1/4"" X 50 KGS MILD STEEL HEXAGONAL NUTS????",KG,10-3,1
1030140,"1-1/2"" X 50 KGS MILD STEEL HEXAGONAL NUTS????",KG,10-3,1
1030160,"1-3/4""  X 50 KGS MILD STEEL HEXAGONAL NUTS??????",KG,10-3,1
1030200,"2"" X 50 KGS MILD STEEL HEXAGONAL NUTS????",KG,10-3,1
1031060,M6 HEX NUT STAINLESS STEEL,PC,10-3,1
1031080,M8 HEX NUT STAINLESS STEEL,PC,10-3,1
1031100,M10 HEX NUT STAINLESS STEEL,PC,10-3,1
1031120,M12 HEX NUT STAINLESS STEEL,PC,10-3,1
1031160,M16 HEX NUT STAINLESS STEEL,PC,10-3,1
10320014,"3/16"" BRASS NUT",PC,10-3,1
1032002,"1/4"" BRASS NUT ",PC,10-3,1
10320024,"5/16"" BRASS NUT ",PC,10-3,1
1032003,"3/8"" BRASS NUT ",PC,10-3,1
1032004,"1/2"" BRASS NUT ",PC,10-3,1
1032006,"3/4"" BRASS NUT ",PC,10-3,1
1032007,"7/8"" BRASS NUT ",PC,10-3,1
1032010,"1"" BRASS NUT ",PC,10-3,1
1032040,"1/2"" X 50KG  G.I NUT",KG,10-3,1
1032050,"5/8"" G.I NUT",KG,10-3,1
1033010,"1/4"" WING NUTS",PC,10-3,1
1033014,"3/16"" WING NUTS                               ",PC,10-3,1
1033024,"5/16"" WING NUTS                               ",PC,10-3,1
1033030,"3/8"" WING NUTS",PC,10-3,1
1033040,"1/2"" WING NUTS",PC,10-3,1
1034060,BARREL NUT M6,PC,10-3,1
1035020,"1/4"" ZINC PLATED HEX. NUT ONLY",KG,10-3,1
1035024,"5/16"" ZINC PLATED HEX. NUT ONLY",KG,10-3,1
1035030,"3/8"" ZINC PLATED HEX. NUT ONLY",KG,10-3,1
1035040,"1/2"" ZINC PLATED HEX. NUT ONLY",KG,10-3,1
1035050,"5/8"" ZINC PLATED HEX. NUT ONLY",KG,10-3,1
1035060,"3/4"" ZINC PLATED HEX. NUT ONLY",KG,10-3,1
1035070,"7/8"" ZINC PLATED HEX NUT ONLY",KG,10-3,1
1036120,M12 HDG HEX NUT ONLY,PC,10-3,1
1036160,M16 HDG HEX NUT ONLY,PC,10-3,1
1036200,M20 HDG HEX NUT ONLY,PC,10-3,1
1037080,M8 HEX 8.8 NUT ONLY (BLACK),PC,10-3,1
1037100,M10 HEX 8.8 NUT ONLY (BLACK),PC,10-3,1
1037120,M12 HEX 8.8 NUT ONLY (BLACK),PC,10-3,1
1037140,M14 HEX 8.8 NUT ONLY (BLACK),PC,10-3,1
1037160,M16 HEX 8.8 NUT ONLY (BLACK),PC,10-3,1
1037180,M18 HEX 8.8 NUT ONLY (BLACK),PC,10-3,1
1037200,M20 HEX 8.8 NUT ONLY (BLACK),PC,10-3,1
1037240,M24 HEX 8.8 NUT ONLY (BLACK),PC,10-3,1
10380820,M8 X 20MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10380825,M8 X 25MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10380830,M8 X 30MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10380840,M8 X 40MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10380850,M8 X 50MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
103810100,M10 X 100MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381025,M10 X 25MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381040,M10 X 40MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381050,M10 X 50MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
103812100,M12 X 100MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381230,M12 X 30MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381240,M12 X 40MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381245,M12 X 45MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381250,M12 X 50MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381255,M12 X 55MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381260,M12 X 60MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381275,M12 X 75MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381440,M14 X 40MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381455,M14 X 55MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
103816100,M16 X 100MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
103816120,M16 X 120MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381635,M16 X 35MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381640,M16 X 40MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381645,M16 X 45MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381650,M16 X 50MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381660,M16 X 60MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381665,M16 X 65MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381670,M16 X 70MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381675,M16 X 75MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10381850,M18 X 50MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
103820100,M20 X 100MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10382050,M20 X 50MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10382055,M20 X 55MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10382065,M20 X 65MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10382075,M20 X 75MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10382475,M24 X 75MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
10382480,M24 X 80MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
103830150,M30 X 150MM HEX 8.8 BOLT ONLY (BLACK),PC,10-3,1
1038820,M8 X 20 HEXA BOLT & NUT,KG,10-3,1
103882200,M22 P2.50 C181 NUT (DIN 934) - CW,PC,10-3,1
103882255,M22 X 55MM HEXAGON BOLT (DIN933) 8.8 - CW,PC,10-3,1
103882260,M22 X 60MM HEXAGON BOLT (DIN933) 8.8 - CW,PC,10-3,1
103882265,M22 X 65MM HEXAGON BOLT (DIN933) 8.8 - CW,PC,10-3,1
103882270,M22 X 70MM HEXAGON BOLT (DIN933) 8.8 - CW,PC,10-3,1
103882275,M22 X 75MM HEXAGON BOLT (DIN933) 8.8 - CW,PC,10-3,1
10390110,"1/4"" X 1"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390114,"1/4"" X 1-1/2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390120,"1/4"" X 2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390124,"1/4"" X 2-1/2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390130,"1/4"" X 3"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390140,"1/4"" X 4"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390210,"5/16"" X 1"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390214,"5/16"" X 1-1/2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390220,"5/16"" X 2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390224,"5/16"" X 2-1/2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390310,"3/8"" X 1"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390314,"3/8"" X 1-1/2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390320,"3/8"" X 2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390330,"3/8"" X 3"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390340,"3/8"" X 4"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390350,"3/8"" X 5"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390360,"3/8"" X 6"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390370,"3/8"" X 7"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390380,"3/8"" X 8"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390410,"1/2"" X 1"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390412,"1/2"" X 1-1/4"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390414,"1/2"" X 1-1/2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390420,"1/2"" X 2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390424,"1/2"" X 2-1/2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390430,"1/2"" X 3"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390434,"1/2"" X 3-1/2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390440,"1/2"" X 4"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390450,"1/2"" X 5"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390460,"1/2"" X 6"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390470,"1/2"" X 7"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390480,"1/2"" X 8"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390510,"5/8"" X 1"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390514,"5/8"" X 1-1/2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390520,"5/8"" X 2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390524,"5/8"" X 2-1/2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
103906120,"3/4"" X 12"" ZP HEXAGON BOLT & NUT",KG,10-3,1
10390614,"3/4"" X 1-1/2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390620,"3/4"" X 2"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10390624,"3/4"" X 2-1/2"" Z.P. HEXAGON BOLTS & NUTS  ",KG,10-3,1
10390634,"3/4"" X 3 1/2"" ZP HEXAGON BOLT & NUT",KG,10-3,1
10391012,"1"" X 12"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10391014,"1"" X 14"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10391024,"1"" X 24"" ZP HEXAGON BOLTS & NUTS",KG,10-3,1
10400020,"1/4"" M.S WASHER (45KGS)",KG,10-4,1
10400024,"5/16"" M.S WASHER (45KGS)",KG,10-4,1
10400030,"3/8"" M.S WASHER (45KGS)",KG,10-4,1
10400040,"1/2"" M.S WASHER (45KGS)",KG,10-4,1
10400050,"5/8"" M.S WASHER (45KGS)",KG,10-4,1
10400060,"3/4"" M.S WASHER (45KGS)",KG,10-4,1
10400070,"7/8"" M.S WASHER (45KGS)",KG,10-4,1
10400100,"1"" M.S WASHER (45KGS)",KG,10-4,1
10400120,"1-1/4"" M.S WASHERS (45KGS)",KG,10-4,1
10400140,"1-1/2"" M.S WASHERS (45KGS)",KG,10-4,1
10400200,"2"" M.S WASHERS (45KGS)",KG,10-4,1
1040022,"1/4"" ZP WASHER (45KGS)",KG,10-4,1
1040122,"1-1/4"" Z.P. WASHER (45KGS)   ",KG,10-4,1
10410025,"5/16"" ZP WASHER (45KGS)",KG,10-4,1
10410030,"3/8"" ZP WASHER (45KGS)",KG,10-4,1
10410040,"1/2"" ZP WASHER (45KG)",KG,10-4,1
10410050,"5/8"" ZP WASHER(45KG)",KG,10-4,1
10410060,"3/4"" ZP WASHER(45KGS)",KG,10-4,1
1041060,6MM  WASHER STAINLESS STEEL,PC,10-4,1
1041080,8MM  WASHER STAINLESS STEEL,PC,10-4,1
1041100,10MM WASHER STAINLESS STEEL,PC,10-4,1
1041120,12MM WASHER STAINLESS STEEL    ,PC,10-4,1
1041160,16MM WASHER STAINLESS STEEL,PC,10-4,1
1042010,"1/8"" BRASS WASHERS   ",PC,10-4,1
1042030,"3/8"" BRASS WASHERS   ",PC,10-4,1
1042050,"5/8"" BRASS WASHERS   ",PC,10-4,1
1042060,"3/4"" BRASS WASHERS   ",PC,10-4,1
1042070,"7/8"" BRASS WASHER",PC,10-4,1
1042100,"1"" BRASS WASHER",PC,10-4,1
1042110,"1-1/8"" BRASS WASHER",PC,10-4,1
1042120,"1-1/4"" BRASS WASHER",PC,10-4,1
1042140,"1-1/2"" BRASS WASHERS   ",PC,10-4,1
1042160,"1-3/4"" BRASS WASHER",PC,10-4,1
1043120,M12 HDG FLAT WASHER,PC,10-4,1
1043160,M16 HDG FLAT WASHER,PC,10-4,1
1043200,M20 HDG FLAT WASHER,PC,10-4,1
1044012,"5/32"" STEEL CHROME WASHER ",PC,10-4,1
1044014,"3/16"" STEEL CHROME WASHER",PC,10-4,1
1044020,"1/8"" STEEL CHROME WASHER",PC,10-4,1
1045040,"1/2"" WASHER STAINLESS STEEL-NC",PC,10-4,1
1050010,"1/8"" STEEL SPRING WASHERS",PC,10-4,1
1050014,"3/16"" STEEL SPRING WASHERS",PC,10-4,1
1050020,"1/4"" STEEL SPRING WASHERS",PC,10-4,1
1050024,"5/16"" STEEL SPRING WASHERS",PC,10-4,1
1050030,"3/8"" STEEL SPRING WASHERS",PC,10-4,1
1050034,"7/16"" STEEL SPRING WASHERS",PC,10-4,1
1050040,"1/2"" STEEL SPRING WASHERS",PC,10-4,1
1050044,"9/16"" STEEL SPRING WASHERS",PC,10-4,1
1050050,"5/8"" STEEL SPRING WASHERS",PC,10-4,1
1050060,"3/4"" STEEL SPRING WASHERS",PC,10-4,1
1050070,"7/8"" STEEL SPRING WASHERS",PC,10-4,1
1050100,"1"" STEEL SPRING WASHERS",PC,10-4,1
1050120,"1 1/4"" STEEL SPRING WASHERS",PC,10-4,1
1050140,"1 1/2"" STEEL SPRING WASHERS",PC,10-4,1
1050206,"3/4"" HDG SPRING WASHER",PC,10-4,1
1050210,"1"" HDG SPRING WASHER",PC,10-4,1
1051060,"M6 / 1/4"" SPRING WASHER STAINLESS STEEL",PC,10-4,1
1051080,"M8 / 5/16"" SPRING WASHER STAINLESS STEEL",PC,10-4,1
1051100,"M10 / 3/8"" SPRING WASHER STAINLESS STEEL",PC,10-4,1
1051120,M12 SPRING WASHER STAINLESS STEEL           ,PC,10-4,1
1051160,M16 SPRING WASHER STAINLESS STEEL,PC,10-4,1
1052030,3MM FIBRE WASHER,PC,10-4,1
1052050,5MM FIBRE WASHER,PC,10-4,1
1052080,8MM FIBRE WASHER,PC,10-4,1
10521504,15MM X 4MM FIBRE WASHER,PC,10-4,1
10521810,18MM X10MM FIBRE WASHER,PC,10-4,1
10521903,19MM X 3MM FIBRE WASHER,PC,10-4,1
10521904,19MM X 4MM FIBRE WASHER,PC,10-4,1
10522005,20MM X 5MM FIBRE WASHER,PC,10-4,1
10522103,21MM X 3MM FIBRE WASHER,PC,10-4,1
10522202,22MM X 2MM FIBRE WASHER,PC,10-4,1
10522205,22MM X 5MM FIBRE WASHER,PC,10-4,1
10522303,23MM X 3MM FIBRE WASHER,PC,10-4,1
10522403,24MM X 3MM FIBRE WASHER,PC,10-4,1
10522404,24MM X 4MM FIBRE WASHER,PC,10-4,1
10522505,25MM X 5MM FIBRE WASHER,PC,10-4,1
10522506,25MM X 6MM FIBRE WASHER,PC,10-4,1
10522803,28MM X 3MM FIBRE WASHER,PC,10-4,1
10522905,29MM X 5MM FIBRE WASHER,PC,10-4,1
10523503,35MM X 3MM FIBRE WASHER,PC,10-4,1
10531513,"1-5/8"" X 1-3/8"" FIBRE WASHER",PC,10-4,1
1054004,"1/2"" FIBRE WASHER",PC,10-4,1
1058014,"1-1/4"" G.I WASHER",KG,10-4,1
1058024,"5/16"" HDG WASHER",KG,10-4,1
1058030,"3/8"" HDG WASHER",KG,10-4,1
1058040,"1/2"" HDG WASHER",KG,10-4,1
1058050,"5/8"" HDG WASHER",KG,10-4,1
1058060,"3/4"" HDG WASHER",KG,10-4,1
1058070,"7/8"" HDG WASHER",KG,10-4,1
1059001,*MIXED SIZE FIBRE WASHERS - 10PCS ,PC,10-4,1
1059002,OIL RING SET,SET,10-4,1
1061005,"1/8"" X 5/8"" G.I. ROOFING BOLT & NUT  ",PC,10-0,1
1061006,"1/8"" X 3/4"" G.I. ROOFING BOLT & NUT  ",PC,10-0,1
1061010,"1/8"" X 1"" G.I. ROOFING BOLT & NUT  ",PC,10-0,1
1061040,"1/8"" X 1/2"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1061503,"3/16"" X 3/8"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1061504,"3/16"" X 1/2"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1061505,"3/16"" X 5/8"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1061506,"3/16"" X 3/4"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1061510,"3/16"" X 1"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1061512,"3/16"" X 1-1/4"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1061514,"3/16"" X 1-1/2"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1061516,"3/16"" X 1-3/4"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1061520,"3/16"" X 2"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1061524,"3/16"" X 2-1/2"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1061530,"3/16"" X 3"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1062004,"1/4"" X 1/2"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1062005,"1/4"" X 5/8"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1062006,"1/4"" X 3/4"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1062010,"1/4"" X 1"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1062012,"1/4"" X 1-1/4"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1062014,"1/4"" X 1-1/2"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1062016,"1/4"" X 1-3/4"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1062020,"1/4"" X 2"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1062024,"1/4"" X 2 1/2"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1062030,"1/4"" X 3"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1062034,"1/4"" X 3 1/2"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1062040,"1/4"" X 4"" G.I. ROOFING BOLT & NUT",PC,10-0,1
1063100,"1/8"" X 1"" THREAD BOLT & NUT ",GROSS,10-0,1
1073010,"3/8"" X 1"" ROUND HEAD BOLT & NUT",KG,10-0,1
1073014,"3/8"" X 1-1/2"" ROUND HEAD BOLT & NUT ",KG,10-0,1
11000014,"8# X 1 1/2"" WOOD SCREW ",GROSS,11-0,1
11001208,"1 1/4"" X 8G ROUND HEAD WOOD SCREW????(LOUVRES)",PC,11-0,1
11010404,"1/2"" X 4G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11010405,"1/2"" X 5G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11010504,"5/8"" X 4G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11010505,"5/8"" X 5G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11010606,"3/4"" X 6G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11010608,"3/4"" X 8G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11010707,"7/8"" X 7G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11011007,"1"" X 7G BRIGHT WOOD SCREW (F/H) ",PC,11-0,1
11011008,"1"" X 8G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11011206,"1 1/4"" X 6G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11011207,"1 1/4"" X 7G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11011208,"1 1/4"" X 8G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11011209,"1-1/4"" X 9G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11011210,"1 1/4"" X 10G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11011406,"1-1/2"" X 6G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11011407,"1-1/2"" X 7G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11011408,"1-1/2"" X 8G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11011409,"1-1/2"" X 9G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11011410,"1-1/2"" X 10G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11011610,"1-3/4"" X 10G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11012006,"2"" X 6G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11012008,"2"" X 8G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11012010,"2"" X 10G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11012406,"2-1/2"" X 6G BRIGHT WOOD SCREW (F/H)",PC,11-0,1
11012410,"2-1/2"" X 10G BRIGHT SCREW(F/H)",PC,11-0,1
110203006,"3/8"" X 6G P/H SELF TAPPING SCREW",PC,11-0,1
110203008,"3/8"" X 8G P/H SELF TAPPING SCREW",PC,11-0,1
110204006,"1/2"" X 6G P/H SELF TAPPING SCREW",PC,11-0,1
110204008,"1/2"" X 8G P/H SELF TAPPING SCREW",PC,11-0,1
110204010,"1/2"" X 10G P/H SELF TAPPING SCREW",PC,11-0,1
110205006,"5/8"" X 6G P/H SELF TAPPING SCREW",PC,11-0,1
110205008,"5/8"" X 8G P/H SELF TAPPING SCREW",PC,11-0,1
110206004,"3/4"" X 4G P/H SELF TAPPING SCREW",PC,11-0,1
110206006,"3/4"" X 6G P/H SELF TAPPING SCREW",PC,11-0,1
110206008,"3/4"" X 8G P/H SELF TAPPING SCREW",PC,11-0,1
110206010,"3/4"" X 10G P/H SELF TAPPING SCREW",PC,11-0,1
110210006,"1"" X 6G P/H SELF TAPPING SCREW",PC,11-0,1
110210008,1'' X 8G P/H SELF TAPPING SCREW,PC,11-0,1
110210010,"1"" X 10G P/H SELF TAPPING SCREW",PC,11-0,1
110210012,"1"" X 12G P/H SELF TAPPING SCREW",PC,11-0,1
110212006,"1-1/4"" X 6# P/H SELF TAPPING SCREW ",PC,11-0,1
110212008,"1-1/4"" X 8G P/H SELF TAPPING SCREW",PC,11-0,1
110212010,"1-1/4"" X 10G P/H SELF TAPPING SCREW",PC,11-0,1
110214006,"1-1/2"" X 6G P/H SELF TAPPING SCREW",PC,11-0,1
110214008,"1-1/2"" X 8G P/H SELF TAPPING SCREW",PC,11-0,1
110214010,"1-1/2"" X 10G P/H SELF TAPPING SCREW",PC,11-0,1
110220006,"2"" X 6G P/H SELF TAPPING SCREW",PC,11-0,1
110220008,"2"" X 8G P/H SELF TAPPING SCREW",PC,11-0,1
110220010,"2"" X 10G P/H SELF TAPPING SCREW",PC,11-0,1
110224006,2 1/2 X 6# P/H SELF TAPPING SCREW,PC,11-0,1
110224008,"2-1/2"" X 8G# P/H SELF TAPPING SCREW",PC,11-0,1
110230006,"3"" X 6# P/H SELF TAPPING SCREW ",PC,11-0,1
110230008,"3"" X 8# P/H SELF TAPPING SCREW",PC,11-0,1
110230010,"3"" X 10# P/H SELF TAPPING SCREW",PC,11-0,1
1103121150,"TD-HRW 650(2"") M.K.BRAND WOOD DRILLING SCREW",PC,11-1,1
1103121250,"50MM (2"") SPANDEX WOOD SCREW - ASTEKS",PC,11-1,1
1103121265,"65MM/68MM (2-1/2"") SPANDEX WOOD SCREW - ASTEKS",PC,11-1,1
1103121350,"50MM(2"") X 12# HWR RUSP SPANDEX (WOOD) SCREW - IM",PC,11-1,1
1103121365,"65MM(2-1/2"") X 12# HWR RUSP SPANDEX (WOOD) SCREW - IM",PC,11-1,1
1103121375,"75MM(3"") X 12# HWR RUSP SPANDEX (WOOD) SCREW - IM",PC,11-1,1
1103122415,#10 X 5/8 HEX HD DRILL SCREW,PC,11-1,1
1103122416,"#10 X 3/4"" HEX HD DRILL SCREW",PC,11-1,1
1103122475,"75MM(3"") X 12-24T SPANDEX METAL SCREW - PATTA(?)",PC,11-1,1
